F_PU1,F_PU2,F_PU3,F_PU8,F_V2,L_T1,P_J14,P_J269,P_J280,P_J302,P_J422,S_PU1,S_PU2,S_PU3,S_PU8,S_V2,ATTACK_FLAG
90.62,90.64,0.0,0.0,0.0,2.11,41.38,37.97,2.98,29.79,29.87,1,1,0,0,0,0
91.72,91.74,0.0,35.73,0.0,2.49,40.44,37.39,2.98,22.76,31.46,1,1,0,1,0,0
90.27,90.29,0.0,37.93,0.0,2.84,41.69,38.15,2.98,29.44,29.55,1,1,0,1,0,0
90.9,90.92,0.0,37.74,0.0,3.25,41.42,37.83,2.98,29.34,29.02,1,1,0,1,0,0
92.89,92.91,0.0,35.6,0.0,3.52,40.06,36.78,2.98,22.12,28.5,1,1,0,1,0,0
92.26,92.28,0.0,35.76,0.0,3.69,40.45,37.11,2.98,22.4,25.06,1,1,0,1,0,0
90.99,91.01,0.0,0.0,0.0,3.97,41.59,37.78,2.98,30.25,24.34,1,1,0,0,0,0
90.48,90.5,0.0,0.0,0.0,4.3,41.98,38.05,2.98,30.72,23.55,1,1,0,0,0,0
111.94,0.0,0.0,0.0,0.0,4.51,38.89,26.36,2.99,29.44,22.82,1,0,0,0,0,0
117.6,0.0,0.0,35.3,95.38,4.34,28.15,23.13,2.99,20.23,27.25,1,0,0,1,1,0
118.32,0.0,0.0,34.92,91.54,3.87,28.19,22.72,2.99,19.83,27.29,1,0,0,1,1,0
117.72,0.0,0.0,34.97,67.04,3.42,31.38,23.06,2.99,20.14,30.48,1,0,0,1,1,0
116.32,0.0,0.0,36.99,67.86,3.11,32.18,23.87,2.99,26.5,31.28,1,0,0,1,1,0
118.85,0.0,0.0,34.2,73.59,2.78,29.92,22.41,2.99,19.31,29.02,1,0,0,1,1,0
120.0,0.0,0.0,34.24,67.08,2.38,29.91,21.75,2.99,18.55,29.01,1,0,0,1,1,0
119.16,0.0,0.0,0.0,70.2,1.99,30.21,22.24,2.99,25.4,29.31,1,0,0,0,1,0
119.56,0.0,0.0,0.0,66.81,1.68,30.29,22.0,2.99,25.11,29.39,1,0,0,0,1,0
121.07,0.0,0.0,0.0,65.44,1.36,29.53,21.12,2.99,24.22,28.63,1,0,0,0,1,0
98.82,98.84,0.0,35.52,81.08,0.98,29.71,33.6,2.97,18.84,28.81,1,1,0,1,1,0
97.91,97.93,0.0,34.82,84.57,0.85,29.7,34.1,2.97,19.61,28.8,1,1,0,1,1,0
97.69,97.71,0.0,34.39,85.07,0.8,29.73,34.21,2.97,20.0,28.83,1,1,0,1,1,0
97.39,97.41,0.0,34.11,80.0,0.79,30.5,34.37,2.97,20.22,29.6,1,1,0,1,1,0
96.07,96.09,0.0,33.86,64.95,0.84,32.99,35.08,2.98,20.95,32.09,1,1,0,1,1,0
93.99,94.01,0.0,0.0,70.66,1.1,34.23,36.19,2.98,30.59,33.33,1,1,0,0,1,0
94.57,94.59,0.0,0.0,82.63,1.49,32.49,35.88,2.98,30.45,31.59,1,1,0,0,1,0
94.69,94.71,0.0,0.0,80.68,1.81,32.73,35.82,2.98,30.58,31.83,1,1,0,0,1,0
95.0,95.02,0.0,0.0,60.08,2.02,34.69,35.66,2.98,27.7,33.79,1,1,0,0,1,0
91.26,91.28,0.0,0.0,0.0,2.25,41.02,37.64,2.98,29.5,31.69,1,1,0,0,0,0
90.77,90.79,0.0,0.0,0.0,2.66,41.42,37.89,2.98,30.01,29.62,1,1,0,0,0,0
92.19,92.21,0.0,38.3,0.0,3.0,40.58,37.15,2.98,28.5,29.1,1,1,0,1,0,0
92.02,92.04,0.0,38.35,0.0,3.31,40.76,37.24,2.98,28.71,25.76,1,1,0,1,0,0
93.24,93.26,0.0,36.03,0.0,3.52,39.86,36.59,2.98,21.81,24.91,1,1,0,1,0,0
92.52,92.54,0.0,36.01,0.0,3.68,40.3,36.97,2.98,22.22,24.14,1,1,0,1,0,0
92.77,92.78,0.0,35.73,0.0,3.86,40.23,36.84,2.98,22.24,23.39,1,1,0,1,0,0
92.49,92.5,0.0,35.79,0.0,4.01,40.43,36.99,2.98,22.44,22.58,1,1,0,1,0,0
97.41,97.43,0.0,35.36,102.38,3.84,28.45,34.36,2.97,20.61,27.55,1,1,0,1,1,0
95.95,95.97,0.0,0.0,97.93,3.55,30.08,35.15,2.98,28.13,29.18,1,1,0,0,1,0
96.29,96.31,0.0,0.0,94.7,3.48,30.34,34.96,2.98,27.9,29.44,1,1,0,0,1,0
96.26,96.28,0.0,0.0,92.35,3.4,30.65,34.98,2.98,27.93,29.75,1,1,0,0,1,0
96.67,96.69,0.0,35.99,87.87,3.33,30.79,34.76,2.98,20.64,29.89,1,1,0,1,1,0
96.72,96.74,0.0,35.78,85.38,3.14,31.04,34.73,2.98,20.6,30.14,1,1,0,1,1,0
96.77,96.79,0.0,35.62,89.41,2.96,30.42,34.71,2.98,20.61,29.52,1,1,0,1,1,0
96.63,96.65,0.0,35.37,89.38,2.8,30.46,34.78,2.98,20.85,29.56,1,1,0,1,1,0
96.58,96.6,0.0,34.87,88.97,2.66,30.49,34.81,2.98,20.9,29.59,1,1,0,1,1,0
95.82,95.84,0.0,34.52,91.06,2.54,30.58,35.22,2.98,21.44,29.68,1,1,0,1,1,0
96.09,96.11,0.0,34.53,89.41,2.49,30.64,35.07,2.98,21.42,29.74,1,1,0,1,1,0
95.02,95.04,0.0,0.0,85.81,2.55,31.84,35.64,2.98,28.16,30.94,1,1,0,0,1,0
92.87,92.89,0.0,0.0,73.12,2.77,35.02,36.79,2.98,31.87,34.12,1,1,0,0,1,0
93.4,93.41,0.0,0.0,85.65,3.12,33.22,36.51,2.98,31.74,32.32,1,1,0,0,1,0
94.79,94.81,0.0,0.0,78.21,3.4,33.18,35.77,2.98,28.47,32.28,1,1,0,0,1,0
89.82,89.83,0.0,0.0,0.0,3.5,42.18,38.39,2.98,30.71,29.99,1,1,0,0,0,0
91.88,91.9,0.0,36.12,0.0,3.86,40.71,37.31,2.98,22.62,31.43,1,1,0,1,0,0
91.86,91.88,0.0,36.62,0.0,4.06,40.78,37.32,2.98,22.69,29.47,1,1,0,1,0,0
92.09,92.11,0.0,36.09,0.0,4.25,40.72,37.2,2.98,22.78,28.98,1,1,0,1,0,0
90.94,90.96,0.0,36.38,0.0,4.42,41.4,37.81,2.98,23.49,25.51,1,1,0,1,0,0
112.01,0.0,0.0,35.9,0.0,4.48,38.75,26.32,2.99,22.74,24.76,1,0,0,1,0,0
112.18,0.0,0.0,35.87,0.0,4.42,38.66,26.23,2.99,22.87,23.88,1,0,0,1,0,0
111.01,0.0,0.0,0.0,0.0,4.42,39.48,26.89,2.99,32.58,23.25,1,0,0,0,0,0
116.0,0.0,0.0,0.0,102.81,4.59,28.27,24.05,2.99,27.51,27.37,1,0,0,0,1,0
116.83,0.0,0.0,0.0,90.69,4.22,29.4,23.58,2.99,27.01,28.5,1,0,0,0,1,0
116.71,0.0,0.0,0.0,88.53,3.84,29.71,23.64,2.99,27.15,28.81,1,0,0,0,1,0
118.18,0.0,0.0,35.28,80.38,3.45,29.62,22.8,2.99,19.72,28.72,1,0,0,1,1,0
119.36,0.0,0.0,35.07,74.0,3.03,29.61,22.12,2.99,18.97,28.71,1,0,0,1,1,0
119.86,0.0,0.0,35.11,70.02,2.58,29.71,21.83,2.99,18.65,28.81,1,0,0,1,1,0
120.51,0.0,0.0,34.59,65.43,2.15,29.76,21.45,2.99,18.32,28.86,1,0,0,1,1,0
120.48,0.0,0.0,34.81,68.41,1.71,29.39,21.47,2.99,18.14,28.49,1,0,0,1,1,0
121.4,0.0,0.0,34.46,65.61,1.31,29.11,20.94,2.99,17.75,28.21,1,0,0,1,1,0
98.2,98.22,0.0,34.34,86.2,0.96,29.39,33.94,2.97,19.58,28.49,1,1,0,1,1,0
98.05,98.07,0.0,34.13,86.3,0.88,29.43,34.02,2.97,20.07,28.53,1,1,0,1,1,0
97.36,97.38,0.0,0.0,90.48,0.9,29.56,34.39,2.97,28.98,28.66,1,1,0,0,1,0
94.94,94.96,0.0,0.0,73.25,1.12,33.32,35.69,2.98,30.18,32.42,1,1,0,0,1,0
94.3,94.32,0.0,0.0,70.61,1.45,33.83,36.03,2.98,27.79,32.93,1,1,0,0,1,0
95.82,95.83,0.0,0.0,80.84,1.68,31.75,35.22,2.98,27.19,30.85,1,1,0,0,1,0
96.46,96.48,0.0,0.0,77.09,1.85,31.89,34.88,2.98,27.14,30.99,1,1,0,0,1,0
94.87,94.89,0.0,0.0,64.3,2.07,34.6,35.72,2.98,30.74,33.7,1,1,0,0,1,0
95.71,95.73,0.0,35.35,72.85,2.23,32.75,35.27,2.98,20.86,31.85,1,1,0,1,1,0
97.14,97.16,0.0,35.24,66.73,2.26,32.76,34.51,2.97,20.25,31.86,1,1,0,1,1,0
96.68,96.7,0.0,35.07,66.97,2.16,32.93,34.76,2.98,20.42,32.03,1,1,0,1,1,0
96.62,96.64,0.0,35.16,71.06,2.1,32.47,34.79,2.98,20.52,31.57,1,1,0,1,1,0
97.36,97.38,0.0,34.52,69.59,2.06,32.26,34.39,2.97,20.25,31.36,1,1,0,1,1,0
95.77,95.79,0.0,0.0,76.99,1.96,32.31,35.24,2.98,27.2,31.41,1,1,0,0,1,0
97.17,97.19,0.0,0.0,72.79,2.1,32.12,34.49,2.97,26.82,31.22,1,1,0,0,1,0
96.44,96.46,0.0,0.0,72.53,2.14,32.54,34.89,2.98,27.26,31.64,1,1,0,0,1,0
95.96,95.98,0.0,0.0,72.94,2.23,32.78,35.14,2.98,27.48,31.88,1,1,0,0,1,0
96.71,96.73,0.0,35.28,68.1,2.28,32.84,34.74,2.98,20.83,31.94,1,1,0,1,1,0
93.28,93.3,0.0,35.71,0.0,2.26,39.48,36.57,2.98,21.75,31.69,1,1,0,1,0,0
93.53,93.54,0.0,37.67,0.0,2.61,39.71,36.44,2.98,27.8,29.78,1,1,0,1,0,0
93.28,93.3,0.0,35.69,0.0,2.79,39.62,36.57,2.98,21.61,29.25,1,1,0,1,0,0
94.03,94.05,0.0,35.39,0.0,2.99,39.27,36.17,2.98,21.37,28.72,1,1,0,1,0,0
93.58,93.6,0.0,35.73,0.0,3.14,39.56,36.41,2.98,21.54,25.15,1,1,0,1,0,0
91.5,91.52,0.0,0.0,0.0,3.34,41.13,37.51,2.98,29.71,24.32,1,1,0,0,0,0
90.73,90.75,0.0,0.0,0.0,3.68,41.67,37.91,2.98,30.26,23.78,1,1,0,0,0,0
89.37,89.39,0.0,0.0,0.0,4.04,42.58,38.63,2.98,31.3,22.93,1,1,0,0,0,0
94.48,94.5,0.0,0.0,112.35,4.22,28.96,35.93,2.98,29.26,28.06,1,1,0,0,1,0
94.26,94.28,0.0,35.47,101.43,4.11,30.54,36.05,2.98,22.97,29.64,1,1,0,1,1,0
92.99,93.01,0.0,36.95,83.57,4.11,33.73,36.72,2.98,28.91,32.83,1,1,0,1,1,0
93.11,93.13,0.0,36.61,79.68,4.26,34.18,36.66,2.98,28.99,33.28,1,1,0,1,1,0
93.86,93.87,0.0,0.0,93.28,4.38,32.08,36.27,2.98,29.34,31.18,1,1,0,0,1,0
95.0,95.02,0.0,0.0,88.2,4.43,32.24,35.65,2.98,29.02,31.34,1,1,0,0,1,0
94.69,94.71,0.0,0.0,69.07,4.38,34.67,35.82,2.98,29.16,33.77,1,1,0,0,1,0
94.64,94.65,0.0,0.0,83.54,4.4,32.99,35.85,2.98,29.08,32.09,1,1,0,0,1,0
94.7,94.71,0.0,0.0,87.19,4.39,32.49,35.82,2.98,29.13,31.59,1,1,0,0,1,0
94.96,94.98,0.0,35.78,84.9,4.23,32.44,35.68,2.98,22.21,31.54,1,1,0,1,1,0
95.14,95.16,0.0,35.79,84.14,4.09,32.41,35.58,2.98,22.58,31.51,1,1,0,1,1,0
94.21,94.23,0.0,37.36,88.2,4.05,32.43,36.08,2.98,28.35,31.53,1,1,0,1,1,0
95.67,95.69,0.0,35.22,81.92,4.1,32.38,35.3,2.98,21.69,31.48,1,1,0,1,1,0
95.04,95.05,0.0,35.28,78.85,3.92,33.05,35.64,2.98,21.94,32.15,1,1,0,1,1,0
94.67,94.69,0.0,0.0,78.86,3.94,33.35,35.83,2.98,28.72,32.45,1,1,0,0,1,0
90.04,90.06,0.0,0.0,0.0,4.15,42.2,38.28,2.98,30.89,29.67,1,1,0,0,0,0
112.01,0.0,0.0,0.0,0.0,4.5,38.86,26.32,2.99,29.48,29.19,1,0,0,0,0,0
112.49,0.0,0.0,36.71,0.0,4.52,38.55,26.05,2.99,22.35,28.63,1,0,0,1,0,0
113.04,0.0,0.0,36.41,0.0,4.41,38.28,25.74,2.99,22.04,28.16,1,0,0,1,0,0
113.88,0.0,0.0,36.4,0.0,4.27,37.85,25.26,2.99,21.63,24.75,1,0,0,1,0,0
114.2,0.0,0.0,36.16,0.0,4.08,37.65,25.08,2.99,21.43,23.92,1,0,0,1,0,0
114.47,0.0,0.0,35.9,0.0,3.9,37.47,24.93,2.99,21.31,23.17,1,0,0,1,0,0
114.31,0.0,0.0,35.46,0.0,3.71,37.49,25.01,2.99,21.57,22.46,1,0,0,1,0,0
119.17,0.0,0.0,34.05,89.88,3.28,27.84,22.23,2.99,19.71,26.94,1,0,0,1,1,0
116.43,0.0,0.0,36.13,85.25,2.87,30.1,23.8,2.99,26.47,29.2,1,0,0,1,1,0
115.33,0.0,0.0,0.0,90.89,2.75,30.11,24.43,2.99,30.14,29.21,1,0,0,0,1,0
115.59,0.0,0.0,0.0,86.8,2.64,30.33,24.28,2.99,27.43,29.43,1,0,0,0,1,0
115.91,0.0,0.0,0.0,65.48,2.52,32.52,24.1,2.99,27.33,31.62,1,0,0,0,1,0
115.12,0.0,0.0,0.0,64.01,2.44,33.07,24.56,2.99,30.04,32.17,1,0,0,0,1,0
116.51,0.0,0.0,0.0,75.34,2.49,31.32,23.76,2.99,29.7,30.42,1,0,0,0,1,0
118.88,0.0,0.0,35.26,61.67,2.29,31.08,22.39,2.99,18.89,30.18,1,0,0,1,1,0
119.89,0.0,0.0,34.93,55.3,1.94,31.06,21.81,2.99,18.35,30.16,1,0,0,1,1,0
120.07,0.0,0.0,34.82,53.32,1.56,31.08,21.71,2.99,18.32,30.18,1,0,0,1,1,0
120.85,0.0,0.0,34.64,56.57,1.19,30.29,21.26,2.99,17.87,29.39,1,0,0,1,1,0
98.23,98.25,0.0,34.81,75.57,0.91,30.67,33.92,2.97,19.4,29.77,1,1,0,1,1,0
98.74,98.76,0.0,34.74,74.26,0.84,30.55,33.64,2.97,19.56,29.65,1,1,0,1,1,0
97.99,98.01,0.0,34.61,67.29,0.78,31.68,34.05,2.97,19.45,30.78,1,1,0,1,1,0
98.22,98.24,0.0,34.7,74.4,0.74,30.75,33.93,2.97,19.66,29.85,1,1,0,1,1,0
98.19,98.2,0.0,0.0,71.04,0.78,31.3,33.95,2.97,25.96,30.4,1,1,0,0,1,0
97.17,97.19,0.0,0.0,74.96,0.96,31.69,34.49,2.97,29.18,30.79,1,1,0,0,1,0
97.26,97.28,0.0,0.0,71.92,1.15,31.82,34.44,2.97,26.25,30.92,1,1,0,0,1,0
98.21,98.23,0.0,35.18,66.5,1.26,31.86,33.93,2.97,19.45,30.96,1,1,0,1,1,0
97.69,97.71,0.0,35.31,66.86,1.18,32.04,34.21,2.97,19.5,31.14,1,1,0,1,1,0
99.07,99.09,0.0,35.01,60.34,1.15,32.03,33.47,2.97,19.07,31.13,1,1,0,1,1,0
98.69,98.71,0.0,35.21,67.13,1.0,31.44,33.67,2.97,19.13,30.54,1,1,0,1,1,0
99.1,99.12,0.0,34.83,66.63,0.9,31.25,33.45,2.97,18.97,30.35,1,1,0,1,1,0
98.55,98.57,0.0,34.62,62.84,0.78,31.9,33.75,2.97,19.19,31.0,1,1,0,1,1,0
97.99,98.01,0.0,34.68,69.38,0.72,31.43,34.05,2.97,19.75,30.53,1,1,0,1,1,0
97.38,97.4,0.0,33.97,68.72,0.72,31.8,34.38,2.97,20.15,30.9,1,1,0,1,1,0
95.16,95.18,0.0,0.0,78.55,0.94,32.5,35.57,2.98,29.96,31.6,1,1,0,0,1,0
93.55,93.56,0.0,0.0,65.98,1.27,35.07,36.43,2.98,30.9,34.17,1,1,0,0,1,0
95.12,95.14,0.0,0.0,55.98,1.67,34.93,35.59,2.98,27.47,34.03,1,1,0,0,1,0
91.18,91.19,0.0,0.0,0.0,2.07,41.03,37.68,2.98,29.51,31.82,1,1,0,0,0,0
91.58,91.6,0.0,0.0,0.0,2.49,40.9,37.47,2.98,29.72,29.59,1,1,0,0,0,0
92.55,92.57,0.0,38.4,0.0,2.75,40.31,36.96,2.98,28.21,29.03,1,1,0,1,0,0
93.01,93.03,0.0,38.23,0.0,3.06,40.12,36.71,2.98,28.15,28.52,1,1,0,1,0,0
93.17,93.19,0.0,35.81,0.0,3.21,39.8,36.63,2.98,21.81,25.1,1,1,0,1,0,0
92.07,92.09,0.0,35.69,0.0,3.39,40.47,37.21,2.98,22.48,24.36,1,1,0,1,0,0
92.32,92.34,0.0,34.66,0.0,3.62,40.41,37.08,2.98,22.76,23.57,1,1,0,1,0,0
89.15,89.17,0.0,0.0,0.0,3.85,42.67,38.74,2.98,31.3,22.94,1,1,0,0,0,0
95.12,95.14,0.0,0.0,110.84,4.04,28.78,35.59,2.98,28.78,27.88,1,1,0,0,1,0
95.12,95.14,0.0,0.0,100.2,3.98,30.35,35.59,2.98,28.94,29.45,1,1,0,0,1,0
94.2,94.22,0.0,0.0,82.19,4.0,33.4,36.08,2.98,31.93,32.5,1,1,0,0,1,0
94.14,94.16,0.0,38.13,77.77,4.07,33.78,36.11,2.98,28.25,32.88,1,1,0,1,1,0
95.67,95.69,0.0,35.93,88.37,3.98,31.5,35.3,2.98,21.5,30.6,1,1,0,1,1,0
95.48,95.5,0.0,35.41,86.76,3.81,31.77,35.4,2.98,21.61,30.87,1,1,0,1,1,0
95.99,96.01,0.0,35.27,82.9,3.67,31.94,35.12,2.98,21.36,31.04,1,1,0,1,1,0
97.18,97.2,0.0,35.36,81.83,3.5,31.35,34.49,2.97,20.84,30.45,1,1,0,1,1,0
96.16,96.18,0.0,35.21,85.86,3.27,31.34,35.04,2.98,21.35,30.44,1,1,0,1,1,0
95.72,95.74,0.0,0.0,88.16,3.17,31.35,35.27,2.98,28.0,30.45,1,1,0,0,1,0
95.84,95.86,0.0,0.0,87.65,3.19,31.38,35.21,2.98,28.06,30.48,1,1,0,0,1,0
95.08,95.1,0.0,0.0,90.0,3.2,31.46,35.61,2.98,28.5,30.56,1,1,0,0,1,0
94.15,94.17,0.0,0.0,87.39,3.31,32.57,36.11,2.98,31.54,31.67,1,1,0,0,1,0
93.42,93.44,0.0,37.25,67.7,3.55,35.19,36.5,2.98,28.41,34.29,1,1,0,1,1,0
93.91,93.93,0.0,34.91,79.54,3.68,33.44,36.23,2.98,22.55,32.54,1,1,0,1,1,0
89.81,89.83,0.0,35.49,0.0,3.91,41.91,38.4,2.98,23.92,29.64,1,1,0,1,0,0
89.75,89.77,0.0,35.52,0.0,4.22,42.03,38.43,2.98,24.3,30.85,1,1,0,1,0,0
110.32,0.0,0.0,0.0,0.0,4.57,39.86,27.28,2.99,32.9,30.85,1,0,0,0,0,0
111.08,0.0,0.0,0.0,0.0,4.81,39.55,26.85,2.99,32.75,28.81,1,0,0,0,0,0
111.7,0.0,0.0,0.0,0.0,4.88,39.12,26.5,2.99,29.58,28.28,1,0,0,0,0,0
112.09,0.0,0.0,0.0,0.0,4.91,39.0,26.28,2.99,29.46,27.76,1,0,0,0,0,0
112.3,0.0,0.0,36.27,0.0,4.78,38.73,26.16,2.99,22.64,24.28,1,0,0,1,0,0
113.01,0.0,0.0,35.93,0.0,4.66,38.37,25.76,2.99,22.29,23.43,1,0,0,1,0,0
112.62,0.0,0.0,35.94,0.0,4.49,38.49,25.98,2.99,22.42,22.66,1,0,0,1,0,0
117.21,0.0,0.0,35.1,97.31,4.18,28.1,23.36,2.99,20.41,27.2,1,0,0,1,1,0
118.35,0.0,0.0,34.41,91.88,3.73,28.11,22.7,2.99,19.94,27.21,1,0,0,1,1,0
117.3,0.0,0.0,36.73,88.28,3.28,29.29,23.31,2.99,25.98,28.39,1,0,0,1,1,0
116.29,0.0,0.0,0.0,89.75,3.05,29.83,23.89,2.99,29.92,28.93,1,0,0,0,1,0
117.68,0.0,0.0,0.0,82.1,2.79,29.8,23.08,2.99,26.34,28.9,1,0,0,0,1,0
118.22,0.0,0.0,0.0,78.06,2.49,29.93,22.78,2.99,25.98,29.03,1,0,0,0,1,0
119.54,0.0,0.0,35.36,53.12,2.16,31.5,22.01,2.99,18.69,30.6,1,0,0,1,1,0
121.89,0.0,0.0,34.96,54.69,1.78,29.95,20.65,2.99,17.16,29.05,1,0,0,1,1,0
122.32,0.0,0.0,34.83,59.53,1.3,29.18,20.4,2.99,16.88,28.28,1,0,0,1,1,0
99.19,99.21,0.0,35.38,80.21,0.93,29.6,33.4,2.97,18.67,28.7,1,1,0,1,1,0
98.42,98.44,0.0,34.5,83.19,0.78,29.59,33.82,2.97,19.28,28.69,1,1,0,1,1,0
97.82,97.84,0.0,34.16,85.18,0.7,29.61,34.14,2.97,19.89,28.71,1,1,0,1,1,0
97.54,97.56,0.0,33.86,85.81,0.69,29.67,34.29,2.97,20.15,28.77,1,1,0,1,1,0
96.5,96.52,0.0,0.0,83.45,0.72,30.76,34.85,2.98,26.82,29.86,1,1,0,0,1,0
95.18,95.2,0.0,0.0,87.14,1.0,31.41,35.56,2.98,29.92,30.51,1,1,0,0,1,0
93.74,93.76,0.0,0.0,71.21,1.38,34.38,36.33,2.98,30.83,33.48,1,1,0,0,1,0
93.7,93.72,0.0,0.0,68.08,1.76,34.84,36.35,2.98,31.05,33.94,1,1,0,0,1,0
95.73,95.75,0.0,0.0,75.23,1.96,32.56,35.27,2.98,27.38,31.66,1,1,0,0,1,0
95.57,95.59,0.0,0.0,74.63,2.11,32.78,35.35,2.98,27.7,31.88,1,1,0,0,1,0
89.35,89.36,0.0,0.0,0.0,2.35,42.59,38.64,2.98,33.65,31.73,1,1,0,0,0,0
92.6,92.62,0.0,38.25,0.0,2.77,40.29,36.93,2.98,28.22,29.65,1,1,0,1,0,0
93.75,93.77,0.0,35.96,0.0,2.98,39.42,36.32,2.98,21.42,29.13,1,1,0,1,0,0
92.24,92.26,0.0,36.02,0.0,3.15,40.3,37.12,2.98,22.15,25.66,1,1,0,1,0,0
93.93,93.95,0.0,35.5,0.0,3.38,39.45,36.23,2.98,21.58,24.82,1,1,0,1,0,0
92.4,92.42,0.0,35.68,0.0,3.5,40.32,37.03,2.98,22.44,23.99,1,1,0,1,0,0
92.95,92.96,0.0,35.78,0.0,3.7,40.08,36.75,2.98,22.22,23.19,1,1,0,1,0,0
91.08,91.1,0.0,0.0,0.0,3.86,41.51,37.73,2.98,30.22,22.39,1,1,0,0,0,0
96.49,96.51,0.0,0.0,106.39,3.77,28.63,34.86,2.98,28.0,27.73,1,1,0,0,1,0
96.23,96.25,0.0,0.0,96.51,3.64,30.18,35.0,2.98,28.08,29.28,1,1,0,0,1,0
96.53,96.55,0.0,36.12,92.18,3.53,30.36,34.84,2.98,20.88,29.46,1,1,0,1,1,0
96.74,96.76,0.0,35.77,89.14,3.33,30.59,34.72,2.98,20.72,29.69,1,1,0,1,1,0
96.97,96.99,0.0,35.51,86.05,3.13,30.81,34.6,2.98,20.65,29.91,1,1,0,1,1,0
97.22,97.24,0.0,35.11,88.74,2.94,30.26,34.47,2.97,20.6,29.36,1,1,0,1,1,0
96.91,96.93,0.0,35.27,89.41,2.75,30.29,34.63,2.98,20.88,29.39,1,1,0,1,1,0
97.02,97.04,0.0,34.51,88.37,2.59,30.31,34.57,2.98,20.77,29.41,1,1,0,1,1,0
96.38,96.39,0.0,34.34,90.08,2.45,30.39,34.92,2.98,21.22,29.49,1,1,0,1,1,0
95.62,95.64,0.0,0.0,92.82,2.5,30.55,35.32,2.98,27.84,29.65,1,1,0,0,1,0
94.11,94.13,0.0,0.0,90.97,2.62,31.95,36.13,2.98,31.16,31.05,1,1,0,0,1,0
93.7,93.71,0.0,0.0,72.74,2.9,34.57,36.35,2.98,31.59,33.67,1,1,0,0,1,0
93.31,93.32,0.0,0.0,70.61,3.19,35.13,36.56,2.98,31.91,34.23,1,1,0,0,1,0
94.28,94.3,0.0,0.0,80.61,3.4,33.17,36.04,2.98,28.65,32.27,1,1,0,0,1,0
95.56,95.58,0.0,35.06,74.11,3.46,33.18,35.36,2.98,21.68,32.28,1,1,0,1,1,0
96.11,96.13,0.0,35.55,70.44,3.37,33.29,35.06,2.98,21.31,32.39,1,1,0,1,1,1
93.07,93.09,0.0,35.91,0.0,3.32,39.9,36.68,2.98,22.09,39.0,1,1,0,1,1,1
95.01,95.03,0.0,36.03,51.76,3.44,35.78,35.65,2.98,21.61,34.88,1,1,0,1,1,1
95.61,95.63,0.0,35.1,75.1,3.38,33.02,35.33,2.98,21.84,32.12,1,1,0,1,1,1
95.8,95.82,0.0,36.88,76.02,3.41,32.93,35.23,2.98,27.5,32.03,1,1,0,1,1,1
95.37,95.39,0.0,0.0,78.26,3.47,32.9,35.46,2.98,28.21,32.0,1,1,0,0,1,1
95.71,95.73,0.0,0.0,77.75,3.5,32.81,35.27,2.98,28.15,31.91,1,1,0,0,1,1
94.99,95.01,0.0,0.0,80.85,3.5,32.79,35.66,2.98,28.48,31.89,1,1,0,0,1,1
95.51,95.53,0.0,35.81,72.8,3.54,33.39,35.38,2.98,21.68,32.49,1,1,0,1,1,1
91.39,91.41,0.0,36.28,0.0,3.58,40.91,37.57,2.98,22.86,40.01,1,1,0,1,1,1
94.19,94.2,0.0,35.57,52.37,3.71,36.22,36.09,2.98,22.23,35.32,1,1,0,1,1,1
94.74,94.76,0.0,36.01,52.26,3.74,35.99,35.79,2.98,21.81,35.09,1,1,0,1,1,1
94.9,94.92,0.0,36.0,51.99,3.72,35.93,35.71,2.98,21.6,35.03,1,1,0,1,1,1
95.32,95.33,0.0,35.79,52.57,3.68,35.66,35.49,2.98,21.5,34.76,1,1,0,1,1,1
96.02,96.04,0.0,35.47,74.57,3.52,32.9,35.11,2.98,21.29,32.0,1,1,0,1,1,1
95.98,96.0,0.0,35.17,75.3,3.37,32.79,35.13,2.98,21.34,31.89,1,1,0,1,1,1
95.41,95.43,0.0,0.0,78.75,3.36,32.78,35.44,2.98,28.28,31.88,1,1,0,0,1,1
95.37,95.39,0.0,0.0,79.51,3.4,32.73,35.46,2.98,28.39,31.83,1,1,0,0,1,1
94.41,94.43,0.0,0.0,78.14,3.45,33.42,35.97,2.98,28.81,32.52,1,1,0,0,1,1
92.63,92.65,0.0,0.0,83.9,3.68,34.06,36.92,2.98,32.34,33.16,1,1,0,0,1,1
89.2,89.21,0.0,35.83,0.0,4.1,42.32,38.72,2.98,24.31,41.42,1,1,0,1,1,1
91.86,91.88,0.0,35.28,51.47,4.42,37.77,37.32,2.98,23.59,36.87,1,1,0,1,1,1
112.67,0.0,0.0,36.58,49.48,4.44,36.03,25.95,2.99,28.73,35.13,1,0,0,1,1,1
111.23,0.0,0.0,0.0,0.0,4.42,39.37,26.76,2.99,32.51,38.47,1,0,0,0,1,1
111.46,0.0,0.0,0.0,0.0,4.56,39.11,26.64,2.99,29.52,38.21,1,0,0,0,1,1
115.02,0.0,0.0,0.0,51.78,4.45,34.71,24.61,2.99,28.07,33.81,1,0,0,0,1,1
115.5,0.0,0.0,0.0,68.49,4.16,32.79,24.34,2.99,27.9,31.89,1,0,0,0,1,1
116.35,0.0,0.0,35.43,64.39,3.84,32.48,23.85,2.99,20.74,31.58,1,0,0,1,1,1
117.18,0.0,0.0,34.03,62.67,3.49,32.15,23.38,2.99,20.6,31.25,1,0,0,1,1,1
