DATETIME,L_T1,L_T2,L_T3,L_T4,L_T5,L_T6,L_T7,F_PU1,S_PU1,F_PU2,S_PU2,F_PU3,S_PU3,F_PU4,S_PU4,F_PU5,S_PU5,F_PU6,S_PU6,F_PU7,S_PU7,F_PU8,S_PU8,F_PU9,S_PU9,F_PU10,S_PU10,F_PU11,S_PU11,F_V2,S_V2,P_J280,P_J269,P_J300,P_J256,P_J289,P_J415,P_J302,P_J306,P_J307,P_J317,P_J14,P_J422,ATT_FLAG
2016-04-24 14:00:00,0.6449393414211438,2.238804159445407,3.513084922010399,3.390571923743501,2.8614384748700172,5.287244367417678,1.7061351819757367,99.19715771230501,1.0,99.21715771230502,1.0,0.0,0.0,34.825268630849216,1.0,0.0,0.0,0.0,0.0,49.41098786828423,1.0,34.517469670710575,1.0,0.0,0.0,30.496603119584055,1.0,0.0,0.0,79.79389948006933,1.0,2.97,33.396915077989604,26.609792027729636,89.01606585788561,26.674956672443674,85.15814558058926,18.82053726169844,81.60625649913345,18.71053726169844,67.09336221837088,29.545944540727902,28.645944540727903,-999.0
2016-04-24 15:00:00,0.644419410745234,2.2399826689774693,3.5138128249566725,3.3926169844020797,2.8623396880415943,5.286481802426343,1.7044367417677644,99.19850953206239,1.0,99.2185095320624,1.0,0.0,0.0,34.82471403812825,1.0,0.0,0.0,0.0,0.0,49.410883882149044,1.0,34.517209705372615,1.0,0.0,0.0,30.497487001733102,1.0,0.0,0.0,79.77875216637781,1.0,2.97,33.39618717504333,26.610866551126517,89.0180589254766,26.676013864818025,85.15939341421144,18.819428076256496,81.6055979202773,18.709428076256497,67.08932409012132,29.54689774696707,28.64689774696707,-999.0
2016-04-24 16:00:00,0.6438994800693241,2.241161178509532,3.514540727902946,3.3946620450606586,2.8632409012131714,5.285719237435009,1.7027383015597921,99.19986135181975,1.0,99.21986135181976,1.0,0.0,0.0,34.824159445407275,1.0,0.0,0.0,0.0,0.0,49.410779896013864,1.0,34.51694974003466,1.0,0.0,0.0,30.49837088388215,1.0,0.0,0.0,79.76360485268631,1.0,2.97,33.39545927209706,26.611941074523397,89.02005199306758,26.67707105719237,85.16064124783362,18.818318890814556,81.60493934142114,18.708318890814557,67.08528596187175,29.54785095320624,28.647850953206238,-999.0
2016-04-24 17:00:00,0.6433795493934142,2.2423396880415942,3.5152686308492203,3.3967071057192375,2.8641421143847485,5.284956672443674,1.7010398613518198,99.20121317157712,1.0,99.22121317157713,1.0,0.0,0.0,34.82360485268631,1.0,0.0,0.0,0.0,0.0,49.410675909878684,1.0,34.51668977469671,1.0,0.0,0.0,30.499254766031196,1.0,0.0,0.0,79.7484575389948,1.0,2.97,33.39473136915078,26.613015597920278,89.02204506065857,26.678128249566722,85.16188908145581,18.817209705372616,81.604280762565,18.707209705372616,67.08124783362219,29.548804159445407,28.648804159445408,-999.0
2016-04-24 18:00:00,0.6428596187175044,2.243518197573657,3.515996533795494,3.3987521663778164,2.8650433275563256,5.28419410745234,1.6993414211438476,99.20256499133448,1.0,99.2225649913345,1.0,0.0,0.0,34.823050259965335,1.0,0.0,0.0,0.0,0.0,49.410571923743504,1.0,34.516429809358755,1.0,0.0,0.0,30.500138648180243,1.0,0.0,0.0,79.73331022530328,1.0,2.97,33.39400346620451,26.614090121317158,89.02403812824956,26.679185441941073,85.16313691507798,18.816100519930675,81.60362218370884,18.706100519930676,67.07720970537261,29.549757365684574,28.649757365684575,-999.0
2016-04-24 19:00:00,0.6423396880415945,2.244696707105719,3.5167244367417676,3.400797227036395,2.8659445407279027,5.283431542461005,1.6976429809358753,99.20391681109184,1.0,99.22391681109185,1.0,0.0,0.0,34.82249566724436,1.0,0.0,0.0,0.0,0.0,49.41046793760832,1.0,34.5161698440208,1.0,0.0,0.0,30.50102253032929,1.0,0.0,0.0,79.71816291161178,1.0,2.97,33.393275563258236,26.61516464471404,89.02603119584055,26.680242634315423,85.16438474870017,18.814991334488735,81.60296360485269,18.704991334488735,67.07317157712305,29.550710571923744,28.650710571923742,-999.0
2016-04-24 20:00:00,0.6418197573656845,2.2458752166377813,3.5174523396880417,3.4028422876949738,2.86684575389948,5.282668977469671,1.695944540727903,99.20526863084922,1.0,99.22526863084923,1.0,0.0,0.0,34.821941074523394,1.0,0.0,0.0,0.0,0.0,49.41036395147314,1.0,34.51590987868284,1.0,0.0,0.0,30.501906412478338,1.0,0.0,0.0,79.70301559792027,1.0,2.97,33.39254766031196,26.61623916811092,89.02802426343153,26.681299826689774,85.16563258232236,18.813882149046794,81.60230502599653,18.703882149046795,67.06913344887349,29.55166377816291,28.65166377816291,-999.0
2016-04-24 21:00:00,0.6412998266897747,2.247053726169844,3.5181802426343154,3.4048873483535527,2.867746967071057,5.281906412478336,1.6942461005199307,99.20662045060658,1.0,99.22662045060659,1.0,0.0,0.0,34.82138648180242,1.0,0.0,0.0,0.0,0.0,49.41025996533796,1.0,34.51564991334489,1.0,0.0,0.0,30.502790294627385,1.0,0.0,0.0,79.68786828422877,1.0,2.97,33.39181975736569,26.6173136915078,89.03001733102252,26.682357019064124,85.16688041594455,18.81277296360485,81.60164644714038,18.70277296360485,67.06509532062391,29.55261698440208,28.65261698440208,-999.0
2016-04-24 22:00:00,0.6407798960138649,2.2482322357019062,3.518908145580589,3.4069324090121316,2.868648180242634,5.281143847487002,1.6925476603119585,99.20797227036394,1.0,99.22797227036395,1.0,0.0,0.0,34.820831889081454,1.0,0.0,0.0,0.0,0.0,49.41015597920277,1.0,34.515389948006934,1.0,0.0,0.0,30.503674176776432,1.0,0.0,0.0,79.67272097053726,1.0,2.97,33.391091854419415,26.61838821490468,89.03201039861351,26.683414211438475,85.16812824956672,18.81166377816291,81.60098786828424,18.70166377816291,67.06105719237435,29.55357019064125,28.653570190641247,-999.0
2016-04-24 23:00:00,0.6402599653379549,2.249410745233969,3.519636048526863,3.4089774696707105,2.8695493934142116,5.280381282495667,1.6908492201039862,99.20932409012131,1.0,99.22932409012132,1.0,0.0,0.0,34.82027729636048,1.0,0.0,0.0,0.0,0.0,49.41005199306759,1.0,34.51512998266898,1.0,0.0,0.0,30.50455805892548,1.0,0.0,0.0,79.65757365684576,1.0,2.97,33.39036395147314,26.61946273830156,89.0340034662045,26.684471403812825,85.16937608318891,18.81055459272097,81.60032928942807,18.70055459272097,67.05701906412479,29.554523396880416,28.654523396880414,-999.0
2016-04-25 00:00:00,0.6397400346620451,2.250589254766031,3.520363951473137,3.4110225303292894,2.8704506065857887,5.2796187175043325,1.689150779896014,99.21067590987867,1.0,99.23067590987868,1.0,0.0,0.0,34.81972270363951,1.0,0.0,0.0,0.0,0.0,49.40994800693241,1.0,34.51487001733102,1.0,0.0,0.0,30.505441941074523,1.0,0.0,0.0,79.64242634315424,1.0,2.97,33.38963604852686,26.620537261698438,89.0359965337955,26.685528596187172,85.1706239168111,18.80944540727903,81.59967071057193,18.69944540727903,67.05298093587521,29.555476603119583,28.655476603119585,-999.0
2016-04-25 01:00:00,0.6392201039861352,2.2517677642980933,3.521091854419411,3.4130675909878683,2.8713518197573658,5.278856152512998,1.6874523396880416,99.21202772963605,1.0,99.23202772963606,1.0,0.0,0.0,34.81916811091854,1.0,0.0,0.0,0.0,0.0,49.40984402079723,1.0,34.51461005199307,1.0,0.0,0.0,30.50632582322357,1.0,0.0,0.0,79.62727902946274,1.0,2.97,33.38890814558059,26.62161178509532,89.03798960138649,26.686585788561523,85.17187175043328,18.808336221837088,81.59901213171577,18.69833622183709,67.04894280762565,29.55642980935875,28.65642980935875,-999.0
2016-04-25 02:00:00,0.6387001733102253,2.252946273830156,3.5218197573656846,3.415112651646447,2.872253032928943,5.2780935875216635,1.6857538994800694,99.21337954939341,1.0,99.23337954939342,1.0,0.0,0.0,34.81861351819757,1.0,0.0,0.0,0.0,0.0,49.40974003466204,1.0,34.514350086655114,1.0,0.0,0.0,30.507209705372617,1.0,0.0,0.0,79.61213171577123,1.0,2.97,33.38818024263431,26.6226863084922,89.03998266897747,26.687642980935873,85.17311958405546,18.807227036395147,81.59835355285962,18.697227036395148,67.04490467937609,29.55738301559792,28.65738301559792,-999.0
2016-04-25 03:00:00,0.6381802426343155,2.254124783362218,3.5225476603119583,3.417157712305026,2.87315424610052,5.277331022530329,1.684055459272097,99.21473136915077,1.0,99.23473136915078,1.0,0.0,0.0,34.8180589254766,1.0,0.0,0.0,0.0,0.0,49.40963604852686,1.0,34.51409012131716,1.0,0.0,0.0,30.508093587521664,1.0,0.0,0.0,79.59698440207973,1.0,2.97,33.38745233968804,26.62376083188908,89.04197573656846,26.688700173310224,85.17436741767764,18.806117850953203,81.59769497400347,18.696117850953204,67.04086655112651,29.558336221837088,28.65833622183709,-999.0
2016-04-25 04:00:00,0.6376603119584056,2.255303292894281,3.5232755632582324,3.4192027729636045,2.874055459272097,5.276568457538994,1.6823570190641248,99.21608318890814,1.0,99.23608318890815,1.0,0.0,0.0,34.81750433275563,1.0,0.0,0.0,0.0,0.0,49.40953206239168,1.0,34.5138301559792,1.0,0.0,0.0,30.50897746967071,1.0,0.0,0.0,79.58183708838821,1.0,2.97,33.386724436741765,26.62483535528596,89.04396880415945,26.689757365684574,85.17561525129983,18.805008665511263,81.59703639514731,18.695008665511264,67.03682842287695,29.559289428076255,28.659289428076256,-999.0
2016-04-25 05:00:00,0.6371403812824956,2.256481802426343,3.524003466204506,3.421247833622184,2.874956672443674,5.27580589254766,1.6806585788561526,99.2174350086655,1.0,99.23743500866551,1.0,0.0,0.0,34.81694974003466,1.0,0.0,0.0,0.0,0.0,49.409428076256496,1.0,34.513570190641246,1.0,0.0,0.0,30.509861351819758,1.0,0.0,0.0,79.5666897746967,1.0,2.97,33.38599653379549,26.62590987868284,89.04596187175044,26.690814558058925,85.17686308492202,18.803899480069322,81.59637781629117,18.693899480069323,67.03279029462739,29.560242634315426,28.660242634315424,-999.0
2016-04-25 06:00:00,0.6366204506065858,2.2576603119584053,3.52473136915078,3.4232928942807623,2.8758578856152512,5.275043327556325,1.6789601386481805,99.21878682842286,1.0,99.23878682842287,1.0,0.0,0.0,34.816395147313685,1.0,0.0,0.0,0.0,0.0,49.409324090121316,1.0,34.51331022530329,1.0,0.0,0.0,30.510745233968805,1.0,0.0,0.0,79.5515424610052,1.0,2.97,33.38526863084922,26.62698440207972,89.04795493934142,26.691871750433275,85.17811091854419,18.802790294627382,81.595719237435,18.692790294627383,67.02875216637781,29.561195840554593,28.66119584055459,-999.0
2016-04-25 07:00:00,0.636100519930676,2.258838821490468,3.525459272097054,3.4253379549393412,2.8767590987868283,5.274280762564991,1.677261698440208,99.22013864818024,1.0,99.24013864818025,1.0,0.0,0.0,34.81584055459272,1.0,0.0,0.0,0.0,0.0,49.40922010398614,1.0,34.51305025996534,1.0,0.0,0.0,30.511629116117852,1.0,0.0,0.0,79.53639514731368,1.0,2.97,33.384540727902944,26.6280589254766,89.04994800693241,26.692928942807626,85.17935875216638,18.80168110918544,81.59506065857886,18.691681109185442,67.02471403812825,29.56214904679376,28.66214904679376,-999.0
2016-04-25 08:00:00,0.635580589254766,2.26001733102253,3.5261871750433276,3.42738301559792,2.8776603119584054,5.273518197573656,1.675563258232236,99.2214904679376,1.0,99.24149046793761,1.0,0.0,0.0,34.815285961871744,1.0,0.0,0.0,0.0,0.0,49.40911611785096,1.0,34.512790294627386,1.0,0.0,0.0,30.5125129982669,1.0,0.0,0.0,79.52124783362218,1.0,2.97,33.38381282495667,26.629133448873482,89.0519410745234,26.693986135181973,85.18060658578857,18.8005719237435,81.5944020797227,18.6905719237435,67.02067590987868,29.56310225303293,28.66310225303293,-999.0
2016-04-25 09:00:00,0.6350606585788562,2.2611958405545924,3.5269150779896012,3.429428076256499,2.8785615251299825,5.272755632582323,1.6738648180242635,99.22284228769497,1.0,99.24284228769498,1.0,0.0,0.0,34.81473136915078,1.0,0.0,0.0,0.0,0.0,49.40901213171577,1.0,34.512530329289426,1.0,0.0,0.0,30.513396880415947,1.0,0.0,0.0,79.50610051993067,1.0,2.97,33.3830849220104,26.630207972270362,89.05393414211439,26.695043327556323,85.18185441941074,18.799462738301557,81.59374350086655,18.689462738301557,67.01663778162911,29.564055459272097,28.664055459272095,-999.0
2016-04-25 10:00:00,0.6345407279029462,2.262374350086655,3.5276429809358754,3.431473136915078,2.8794627383015596,5.271993067590988,1.6721663778162914,99.22419410745233,1.0,99.24419410745234,1.0,0.0,0.0,34.814176776429804,1.0,0.0,0.0,0.0,0.0,49.40890814558059,1.0,34.51227036395147,1.0,0.0,0.0,30.514280762564994,1.0,0.0,0.0,79.49095320623917,1.0,2.97,33.38235701906412,26.631282495667243,89.05592720970537,26.696100519930674,85.18310225303293,18.798353552859616,81.5930849220104,18.688353552859617,67.01259965337955,29.565008665511264,28.665008665511266,-999.0
2016-04-25 11:00:00,0.6340207972270364,2.2635528596187173,3.528370883882149,3.433518197573657,2.8803639514731367,5.2712305025996535,1.670467937608319,99.2255459272097,1.0,99.2455459272097,1.0,0.0,0.0,34.81362218370884,1.0,0.0,0.0,0.0,0.0,49.40880415944541,1.0,34.51201039861352,1.0,0.0,0.0,30.515164644714037,1.0,0.0,0.0,79.47580589254765,1.0,2.97,33.38162911611785,26.632357019064123,89.05792027729636,26.697157712305025,85.18435008665512,18.797244367417676,81.59242634315424,18.687244367417676,67.00856152512998,29.56596187175043,28.665961871750433,-999.0
2016-04-25 12:00:00,0.6335008665511266,2.2647313691507795,3.5290987868284227,3.4355632582322357,2.881265164644714,5.270467937608319,1.6687694974003469,99.22689774696707,1.0,99.24689774696708,1.0,0.0,0.0,34.81306759098786,1.0,0.0,0.0,0.0,0.0,49.40870017331022,1.0,34.511750433275566,1.0,0.0,0.0,30.516048526863084,1.0,0.0,0.0,79.46065857885615,1.0,2.97,33.380901213171576,26.633431542461004,89.05991334488735,26.698214904679375,85.1855979202773,18.796135181975735,81.5917677642981,18.686135181975736,67.00452339688042,29.566915077989602,28.6669150779896,-999.0
2016-04-25 13:00:00,0.6329809358752166,2.265909878682842,3.529826689774697,3.4376083188908146,2.882166377816291,5.2697053726169845,1.6670710571923744,99.22824956672443,1.0,99.24824956672444,1.0,0.0,0.0,34.8125129982669,1.0,0.0,0.0,0.0,0.0,49.40859618717504,1.0,34.511490467937605,1.0,0.0,0.0,30.51693240901213,1.0,0.0,0.0,79.44551126516464,1.0,2.97,33.3801733102253,26.634506065857884,89.06190641247834,26.699272097053726,85.18684575389948,18.795025996533795,81.59110918544194,18.685025996533795,67.00048526863085,29.56786828422877,28.667868284228767,-999.0
2016-04-25 14:00:00,0.6324610051993068,2.2670883882149044,3.5305545927209705,3.4396533795493935,2.883067590987868,5.26894280762565,1.6653726169844023,99.22960138648179,1.0,99.2496013864818,1.0,0.0,0.0,34.81195840554592,1.0,0.0,0.0,0.0,0.0,49.40849220103986,1.0,34.51123050259965,1.0,0.0,0.0,30.51781629116118,1.0,0.0,0.0,79.43036395147314,1.0,2.97,33.37944540727903,26.635580589254765,89.06389948006932,26.700329289428076,85.18809358752166,18.793916811091854,81.59045060658579,18.683916811091855,66.99644714038128,29.568821490467936,28.668821490467938,-999.0
2016-04-25 15:00:00,0.6319410745233969,2.268266897746967,3.531282495667244,3.441698440207972,2.883968804159445,5.268180242634315,1.6636741767764298,99.23095320623916,1.0,99.25095320623917,1.0,0.0,0.0,34.811403812824956,1.0,0.0,0.0,0.0,0.0,49.40838821490468,1.0,34.5109705372617,1.0,0.0,0.0,30.518700173310226,1.0,0.0,0.0,79.41521663778163,1.0,2.97,33.378717504332755,26.636655112651646,89.06589254766031,26.701386481802427,85.18934142114385,18.79280762564991,81.58979202772964,18.68280762564991,66.99240901213172,29.569774696707107,28.669774696707105,-999.0
2016-04-25 16:00:00,0.631421143847487,2.2694454072790293,3.5320103986135183,3.443743500866551,2.884870017331022,5.267417677642981,1.6619757365684578,99.23230502599652,1.0,99.25230502599653,1.0,0.0,0.0,34.81084922010398,1.0,0.0,0.0,0.0,0.0,49.408284228769496,1.0,34.510710571923745,1.0,0.0,0.0,30.519584055459273,1.0,0.0,0.0,79.40006932409013,1.0,2.97,33.37798960138648,26.637729636048526,89.0678856152513,26.702443674176774,85.19058925476604,18.79169844020797,81.58913344887348,18.68169844020797,66.98837088388215,29.570727902946274,28.670727902946272,-999.0
2016-04-25 17:00:00,0.6309012131715771,2.2706239168110915,3.532738301559792,3.44578856152513,2.8857712305025993,5.266655112651646,1.6602772963604853,99.2336568457539,1.0,99.25365684575391,1.0,0.0,0.0,34.810294627383016,1.0,0.0,0.0,0.0,0.0,49.408180242634316,1.0,34.51045060658579,1.0,0.0,0.0,30.52046793760832,1.0,0.0,0.0,79.38492201039861,1.0,2.97,33.37726169844021,26.638804159445407,89.06987868284229,26.703500866551124,85.19183708838821,18.79058925476603,81.58847487001734,18.68058925476603,66.98433275563258,29.57168110918544,28.671681109185442,-999.0
2016-04-25 18:00:00,0.6303812824956673,2.271802426343154,3.533466204506066,3.4478336221837087,2.886672443674177,5.265892547660312,1.6585788561525132,99.23500866551126,1.0,99.25500866551127,1.0,0.0,0.0,34.80974003466204,1.0,0.0,0.0,0.0,0.0,49.408076256499136,1.0,34.51019064124783,1.0,0.0,0.0,30.521351819757367,1.0,0.0,0.0,79.36977469670711,1.0,2.97,33.376533795493934,26.639878682842287,89.07187175043327,26.704558058925475,85.1930849220104,18.78948006932409,81.58781629116118,18.67948006932409,66.98029462738302,29.572634315424608,28.67263431542461,-999.0
2016-04-25 19:00:00,0.6298613518197573,2.2729809358752164,3.5341941074523398,3.4498786828422876,2.887573656845754,5.265129982668977,1.6568804159445407,99.23636048526862,1.0,99.25636048526863,1.0,0.0,0.0,34.80918544194107,1.0,0.0,0.0,0.0,0.0,49.40797227036395,1.0,34.50993067590988,1.0,0.0,0.0,30.522235701906414,1.0,0.0,0.0,79.3546273830156,1.0,2.97,33.37580589254766,26.640953206239168,89.07386481802426,26.705615251299825,85.19433275563259,18.78837088388215,81.58715771230503,18.67837088388215,66.97625649913346,29.57358752166378,28.673587521663777,-999.0
2016-04-25 20:00:00,0.6293414211438475,2.274159445407279,3.5349220103986134,3.4519237435008665,2.888474870017331,5.264367417677643,1.6551819757365687,99.237712305026,1.0,99.257712305026,1.0,0.0,0.0,34.8086308492201,1.0,0.0,0.0,0.0,0.0,49.40786828422877,1.0,34.509670710571925,1.0,0.0,0.0,30.52311958405546,1.0,0.0,0.0,79.33948006932408,1.0,2.97,33.37507798960139,26.642027729636048,89.07585788561525,26.706672443674176,85.19558058925477,18.787261698440208,81.58649913344887,18.67726169844021,66.97221837088388,29.574540727902946,28.674540727902947,-999.0
2016-04-25 21:00:00,0.6288214904679377,2.2753379549393413,3.5356499133448875,3.4539688041594454,2.889376083188908,5.263604852686308,1.6534835355285962,99.23906412478335,1.0,99.25906412478336,1.0,0.0,0.0,34.80807625649913,1.0,0.0,0.0,0.0,0.0,49.40776429809359,1.0,34.50941074523397,1.0,0.0,0.0,30.52400346620451,1.0,0.0,0.0,79.32433275563258,1.0,2.97,33.37435008665511,26.64310225303293,89.07785095320624,26.707729636048526,85.19682842287695,18.786152512998264,81.58584055459272,18.676152512998264,66.96818024263432,29.575493934142113,28.675493934142114,-999.0
2016-04-25 22:00:00,0.6283015597920277,2.2765164644714035,3.536377816291161,3.4560138648180243,2.8902772963604852,5.262842287694974,1.6517850953206241,99.24041594454073,1.0,99.26041594454074,1.0,0.0,0.0,34.80752166377816,1.0,0.0,0.0,0.0,0.0,49.40766031195841,1.0,34.50915077989601,1.0,0.0,0.0,30.524887348353555,1.0,0.0,0.0,79.30918544194107,1.0,2.97,33.37362218370884,26.64417677642981,89.07984402079722,26.708786828422877,85.19807625649914,18.785043327556323,81.58518197573657,18.675043327556324,66.96414211438474,29.576447140381283,28.67644714038128,-999.0
2016-04-25 23:00:00,0.6277816291161179,2.277694974003466,3.537105719237435,3.458058925476603,2.8911785095320623,5.262079722703639,1.6500866551126516,99.24176776429809,1.0,99.2617677642981,1.0,0.0,0.0,34.80696707105719,1.0,0.0,0.0,0.0,0.0,49.40755632582322,1.0,34.50889081455806,1.0,0.0,0.0,30.5257712305026,1.0,0.0,0.0,79.29403812824957,1.0,2.97,33.372894280762566,26.64525129982669,89.08183708838821,26.709844020797227,85.19932409012132,18.783934142114383,81.58452339688041,18.673934142114383,66.96010398613518,29.57740034662045,28.67740034662045,-999.0
2016-04-26 00:00:00,0.627261698440208,2.2788734835355284,3.537833622183709,3.4601039861351817,2.8920797227036394,5.261317157712305,1.6483882149046796,99.24311958405545,1.0,99.26311958405546,1.0,0.0,0.0,34.80641247833622,1.0,0.0,0.0,0.0,0.0,49.40745233968804,1.0,34.508630849220104,1.0,0.0,0.0,30.526655112651646,1.0,0.0,0.0,79.27889081455805,1.0,2.97,33.37216637781629,26.64632582322357,89.0838301559792,26.710901213171574,85.2005719237435,18.782824956672442,81.58386481802427,18.672824956672443,66.95606585788562,29.578353552859618,28.67835355285962,-999.0
2016-04-26 01:00:00,0.6267417677642981,2.280051993067591,3.5385615251299827,3.462149046793761,2.8929809358752165,5.26055459272097,1.646689774696707,99.24447140381282,1.0,99.26447140381283,1.0,0.0,0.0,34.80585788561525,1.0,0.0,0.0,0.0,0.0,49.40734835355286,1.0,34.50837088388215,1.0,0.0,0.0,30.527538994800693,1.0,0.0,0.0,79.26374350086655,1.0,2.97,33.37143847487002,26.64740034662045,89.08582322357019,26.711958405545925,85.20181975736568,18.781715771230502,81.5832062391681,18.671715771230502,66.95202772963604,29.579306759098788,28.679306759098786,-999.0
2016-04-26 02:00:00,0.6262218370883882,2.2812305025996533,3.5392894280762563,3.4641941074523395,2.8938821490467936,5.2597920277296355,1.644991334488735,99.24582322357018,1.0,99.2658232235702,1.0,0.0,0.0,34.80530329289428,1.0,0.0,0.0,0.0,0.0,49.407244367417675,1.0,34.5081109185442,1.0,0.0,0.0,30.52842287694974,1.0,0.0,0.0,79.24859618717504,1.0,2.97,33.370710571923745,26.64847487001733,89.08781629116118,26.713015597920275,85.20306759098787,18.78060658578856,81.58254766031196,18.670606585788562,66.94798960138648,29.580259965337955,28.680259965337953,-999.0
2016-04-26 03:00:00,0.6257019064124784,2.2824090121317155,3.5400173310225305,3.4662391681109184,2.8947833622183707,5.259029462738301,1.6432928942807625,99.24717504332754,1.0,99.26717504332755,1.0,0.0,0.0,34.804748700173306,1.0,0.0,0.0,0.0,0.0,49.407140381282495,1.0,34.50785095320624,1.0,0.0,0.0,30.529306759098787,1.0,0.0,0.0,79.23344887348354,1.0,2.97,33.36998266897747,26.649549393414212,89.08980935875216,26.714072790294626,85.20431542461006,18.77949740034662,81.58188908145581,18.66949740034662,66.94395147313692,29.581213171577122,28.681213171577124,-999.0
2016-04-26 04:00:00,0.6251819757365684,2.283587521663778,3.540745233968804,3.4682842287694973,2.895684575389948,5.258266897746966,1.6415944540727905,99.24852686308492,1.0,99.26852686308493,1.0,0.0,0.0,34.80419410745234,1.0,0.0,0.0,0.0,0.0,49.407036395147315,1.0,34.507590987868284,1.0,0.0,0.0,30.530190641247835,1.0,0.0,0.0,79.21830155979202,1.0,2.97,33.3692547660312,26.650623916811092,89.09180242634315,26.715129982668977,85.20556325823223,18.778388214904677,81.58123050259965,18.668388214904677,66.93991334488734,29.58216637781629,28.68216637781629,-999.0
2016-04-26 05:00:00,0.6246620450606586,2.2847660311958404,3.541473136915078,3.470329289428076,2.896585788561525,5.257504332755633,1.639896013864818,99.24987868284228,1.0,99.26987868284229,1.0,0.0,0.0,34.803639514731366,1.0,0.0,0.0,0.0,0.0,49.406932409012136,1.0,34.50733102253033,1.0,0.0,0.0,30.53107452339688,1.0,0.0,0.0,79.20315424610052,1.0,2.97,33.368526863084924,26.651698440207973,89.09379549393414,26.716187175043327,85.20681109185442,18.777279029462736,81.5805719237435,18.667279029462737,66.93587521663778,29.58311958405546,28.683119584055458,-999.0
2016-04-26 06:00:00,0.6241421143847488,2.2859445407279027,3.542201039861352,3.472374350086655,2.897487001733102,5.256741767764298,1.638197573656846,99.25123050259965,1.0,99.27123050259966,1.0,0.0,0.0,34.8030849220104,1.0,0.0,0.0,0.0,0.0,49.40682842287695,1.0,34.50707105719238,1.0,0.0,0.0,30.53195840554593,1.0,0.0,0.0,79.18800693240901,1.0,2.97,33.36779896013865,26.652772963604853,89.09578856152513,26.717244367417678,85.2080589254766,18.776169844020796,81.57991334488734,18.666169844020796,66.93183708838822,29.584072790294627,28.68407279029463,-999.0
2016-04-26 07:00:00,0.6236221837088388,2.2871230502599653,3.5429289428076256,3.474419410745234,2.898388214904679,5.255979202772964,1.6364991334488734,99.25258232235701,1.0,99.27258232235702,1.0,0.0,0.0,34.802530329289425,1.0,0.0,0.0,0.0,0.0,49.40672443674177,1.0,34.506811091854416,1.0,0.0,0.0,30.532842287694976,1.0,0.0,0.0,79.1728596187175,1.0,2.97,33.367071057192376,26.653847487001734,89.09778162911611,26.718301559792028,85.2093067590988,18.775060658578855,81.5792547660312,18.665060658578856,66.92779896013865,29.585025996533794,28.685025996533795,-999.0
2016-04-26 08:00:00,0.623102253032929,2.2883015597920275,3.5436568457538993,3.476464471403813,2.8992894280762562,5.255216637781629,1.6348006932409014,99.25393414211437,1.0,99.27393414211438,1.0,0.0,0.0,34.80197573656845,1.0,0.0,0.0,0.0,0.0,49.40662045060659,1.0,34.50655112651646,1.0,0.0,0.0,30.533726169844023,1.0,0.0,0.0,79.157712305026,1.0,2.97,33.3663431542461,26.654922010398614,89.0997746967071,26.719358752166375,85.21055459272097,18.773951473136915,81.57859618717504,18.663951473136915,66.92376083188908,29.585979202772965,28.685979202772963,-999.0
2016-04-26 09:00:00,0.622582322357019,2.2894800693240898,3.5443847487001734,3.4785095320623918,2.9001906412478333,5.254454072790295,1.6331022530329289,99.25528596187175,1.0,99.27528596187176,1.0,0.0,0.0,34.801421143847485,1.0,0.0,0.0,0.0,0.0,49.4065164644714,1.0,34.50629116117851,1.0,0.0,0.0,30.53461005199307,1.0,0.0,0.0,79.14256499133448,1.0,2.97,33.36561525129983,26.655996533795495,89.10176776429809,26.720415944540726,85.21180242634316,18.772842287694974,81.57793760831889,18.662842287694975,66.91972270363951,29.58693240901213,28.68693240901213,-999.0
2016-04-26 10:00:00,0.6220623916811092,2.2906585788561524,3.545112651646447,3.4805545927209707,2.901091854419411,5.25369150779896,1.6314038128249568,99.25663778162911,1.0,99.27663778162912,1.0,0.0,0.0,34.80086655112651,1.0,0.0,0.0,0.0,0.0,49.40641247833622,1.0,34.506031195840556,1.0,0.0,0.0,30.535493934142114,1.0,0.0,0.0,79.12741767764298,1.0,2.97,33.364887348353555,26.657071057192372,89.10376083188908,26.721473136915076,85.21305025996534,18.77173310225303,81.57727902946274,18.66173310225303,66.91568457538995,29.5878856152513,28.6878856152513,-999.0
2016-04-26 11:00:00,0.6215424610051994,2.2918370883882146,3.545840554592721,3.482599653379549,2.901993067590988,5.252928942807626,1.6297053726169843,99.25798960138647,1.0,99.27798960138648,1.0,0.0,0.0,34.800311958405544,1.0,0.0,0.0,0.0,0.0,49.40630849220104,1.0,34.5057712305026,1.0,0.0,0.0,30.53637781629116,1.0,0.0,0.0,79.11227036395147,1.0,2.97,33.36415944540728,26.658145580589252,89.10575389948006,26.722530329289427,85.21429809358753,18.77062391681109,81.57662045060658,18.66062391681109,66.91164644714038,29.588838821490466,28.688838821490467,-999.0
