F_PU1,F_PU2,F_PU3,F_PU8,F_V2,L_T1,P_J14,P_J269,P_J280,P_J302,P_J422,S_PU1,S_PU2,S_PU3,S_PU8,S_V2,ATTACK_FLAG
119.35,0.0,0.0,34.76,70.68,2.82,29.96,22.12,2.99,18.79,29.06,1.0,0.0,0.0,1.0,1.0,0
120.69,0.0,0.0,34.77,63.07,2.39,29.92,21.35,2.99,17.95,29.02,1.0,0.0,0.0,1.0,1.0,0
120.51,0.0,0.0,34.58,67.56,1.93,29.49,21.45,2.99,18.07,28.59,1.0,0.0,0.0,1.0,1.0,0
120.47,0.0,0.0,34.17,68.42,1.5,29.37,21.48,2.99,18.17,28.47,1.0,0.0,0.0,1.0,1.0,0
120.98,0.0,0.0,33.69,67.0,1.12,29.17,21.18,2.99,18.07,28.27,1.0,0.0,0.0,1.0,1.0,0
98.27,98.29,0.0,0.0,86.15,0.97,29.47,33.9,2.97,25.91,28.57,1.0,1.0,0.0,0.0,1.0,0
97.51,97.53,0.0,0.0,88.74,1.01,29.55,34.31,2.97,26.29,28.65,1.0,1.0,0.0,0.0,1.0,0
96.5,96.52,0.0,0.0,85.44,1.1,30.61,34.85,2.98,26.9,29.71,1.0,1.0,0.0,0.0,1.0,0
94.75,94.77,0.0,0.0,72.57,1.29,33.55,35.79,2.98,30.34,32.65,1.0,1.0,0.0,0.0,1.0,0
94.1,94.12,0.0,0.0,71.3,1.63,34.19,36.14,2.98,30.8,33.29,1.0,1.0,0.0,0.0,1.0,0
96.46,96.48,0.0,34.91,76.26,1.84,31.84,34.87,2.98,20.51,30.94,1.0,1.0,0.0,1.0,1.0,0
95.95,95.97,0.0,34.77,76.22,1.84,32.09,35.15,2.98,20.67,31.19,1.0,1.0,0.0,1.0,1.0,0
97.49,97.5,0.0,34.75,69.84,1.88,32.09,34.32,2.97,19.98,31.19,1.0,1.0,0.0,1.0,1.0,0
98.24,98.26,0.0,35.01,65.41,1.79,32.16,33.92,2.97,19.59,31.26,1.0,1.0,0.0,1.0,1.0,0
97.23,97.25,0.0,35.0,67.61,1.66,32.38,34.46,2.97,20.02,31.48,1.0,1.0,0.0,1.0,1.0,0
96.75,96.77,0.0,0.0,64.61,1.69,33.1,34.72,2.98,26.76,32.2,1.0,1.0,0.0,0.0,1.0,0
97.23,97.25,0.0,0.0,70.02,1.78,32.28,34.46,2.97,26.69,31.38,1.0,1.0,0.0,0.0,1.0,0
96.69,96.71,0.0,0.0,73.35,1.85,32.2,34.75,2.98,26.85,31.3,1.0,1.0,0.0,0.0,1.0,0
96.48,96.5,0.0,0.0,75.37,1.94,32.11,34.86,2.98,27.16,31.21,1.0,1.0,0.0,0.0,1.0,0
96.83,96.85,0.0,35.13,73.94,1.93,31.97,34.68,2.98,20.57,31.07,1.0,1.0,0.0,1.0,1.0,0
97.52,97.54,0.0,35.25,66.83,1.9,32.42,34.3,2.97,20.17,31.52,1.0,1.0,0.0,1.0,1.0,0
96.46,96.48,0.0,35.06,69.01,1.81,32.65,34.87,2.98,20.59,31.75,1.0,1.0,0.0,1.0,1.0,0
96.0,96.02,0.0,37.26,53.24,1.88,34.7,35.12,2.98,26.46,33.8,1.0,1.0,0.0,1.0,1.0,0
93.96,93.98,0.0,36.77,0.0,2.23,39.36,36.21,2.98,27.58,29.57,1.0,1.0,0.0,1.0,0.0,0
92.48,92.5,0.0,0.0,0.0,2.45,40.33,36.99,2.98,28.89,29.06,1.0,1.0,0.0,0.0,0.0,0
92.25,92.27,0.0,0.0,0.0,2.79,40.55,37.11,2.98,29.14,28.51,1.0,1.0,0.0,0.0,0.0,0
92.2,92.22,0.0,0.0,0.0,3.13,40.66,37.14,2.98,29.29,24.94,1.0,1.0,0.0,0.0,0.0,0
93.19,93.21,0.0,34.46,0.0,3.51,39.76,36.62,2.98,16.84,24.2,1.0,1.0,0.0,1.0,0.0,0
91.44,91.46,0.0,37.93,0.0,3.66,41.2,37.54,2.98,29.21,23.54,1.0,1.0,0.0,1.0,0.0,0
90.22,90.24,0.0,37.87,0.0,3.84,41.96,38.18,2.98,29.89,22.79,1.0,1.0,0.0,1.0,0.0,0
94.77,94.79,0.0,37.08,110.76,3.81,28.88,35.78,2.98,28.1,27.98,1.0,1.0,0.0,1.0,1.0,0
94.8,94.81,0.0,33.13,99.34,3.75,30.34,35.76,2.98,18.2,29.44,1.0,1.0,0.0,1.0,1.0,1
94.44,94.45,0.0,0.0,97.81,3.8,30.9,35.96,2.98,25.9,30.0,1.0,1.0,0.0,0.0,1.0,1
91.79,91.81,0.0,0.0,85.2,4.0,34.49,37.36,2.98,32.84,33.59,1.0,1.0,0.0,0.0,1.0,1
93.26,93.28,0.0,0.0,77.8,4.21,34.57,36.58,2.98,32.42,33.67,1.0,1.0,0.0,0.0,1.0,1
94.31,94.32,0.0,0.0,90.79,4.29,32.31,36.03,2.98,32.02,31.41,1.0,1.0,0.0,0.0,1.0,1
94.92,94.94,0.0,0.0,86.14,4.36,32.42,35.7,2.98,24.98,31.52,1.0,1.0,0.0,0.0,1.0,1
94.55,94.56,0.0,38.16,85.09,4.21,32.74,35.9,2.98,28.21,31.84,1.0,1.0,0.0,1.0,1.0,1
94.66,94.68,0.0,38.03,82.75,4.09,32.93,35.84,2.98,28.11,32.03,1.0,1.0,0.0,1.0,1.0,1
96.24,96.26,0.0,34.1,80.53,3.98,32.11,34.99,2.98,18.08,31.21,1.0,1.0,0.0,1.0,1.0,1
95.69,95.71,0.0,37.36,84.42,3.81,32.12,35.29,2.98,27.72,31.22,1.0,1.0,0.0,1.0,1.0,1
96.36,96.38,0.0,33.81,79.64,3.7,32.03,34.93,2.98,16.47,31.13,1.0,1.0,0.0,1.0,1.0,1
96.01,96.03,0.0,33.56,81.04,3.55,32.01,35.12,2.98,16.58,31.11,1.0,1.0,0.0,1.0,1.0,1
95.43,95.45,0.0,0.0,79.31,3.54,32.72,35.42,2.98,24.78,31.82,1.0,1.0,0.0,0.0,1.0,1
95.09,95.11,0.0,0.0,78.51,3.6,33.0,35.61,2.98,24.71,32.1,1.0,1.0,0.0,0.0,1.0,1
90.74,90.75,0.0,0.0,0.0,3.7,41.47,37.91,2.98,26.58,31.8,1.0,1.0,0.0,0.0,0.0,1
91.72,91.74,0.0,34.42,0.0,4.09,40.72,37.39,2.98,17.96,29.62,1.0,1.0,0.0,1.0,0.0,1
91.24,91.26,0.0,38.35,0.0,4.32,41.48,37.65,2.98,29.52,29.04,1.0,1.0,0.0,1.0,0.0,1
113.08,0.0,0.0,34.64,0.0,4.5,38.2,25.72,2.99,18.38,28.53,1.0,0.0,0.0,1.0,0.0,1
114.68,0.0,0.0,33.91,0.0,4.41,37.37,24.8,2.99,16.14,25.02,1.0,0.0,0.0,1.0,0.0,1
114.22,0.0,0.0,34.02,0.0,4.18,37.54,25.07,2.99,16.5,24.3,1.0,0.0,0.0,1.0,0.0,1
113.97,0.0,0.0,33.82,0.0,4.06,37.64,25.21,2.99,16.75,23.55,1.0,0.0,0.0,1.0,0.0,1
112.32,0.0,0.0,37.48,0.0,3.91,38.5,26.15,2.99,28.29,22.78,1.0,0.0,0.0,1.0,0.0,1
115.9,0.0,0.0,0.0,102.4,3.7,28.43,24.11,2.99,30.26,27.53,1.0,0.0,0.0,0.0,1.0,1
117.24,0.0,0.0,0.0,95.03,3.41,28.39,23.34,2.99,23.51,27.49,1.0,0.0,0.0,0.0,1.0,1
116.44,0.0,0.0,0.0,87.9,3.21,29.75,23.8,2.99,24.04,28.85,1.0,0.0,0.0,0.0,1.0,1
114.93,0.0,0.0,0.0,91.02,3.03,30.36,24.67,2.99,30.42,29.46,1.0,0.0,0.0,0.0,1.0,1
115.04,0.0,0.0,0.0,69.0,2.93,32.78,24.6,2.99,30.4,31.88,1.0,0.0,0.0,0.0,1.0,1
118.66,0.0,0.0,32.75,68.53,2.75,30.48,22.53,2.99,15.44,29.58,1.0,0.0,0.0,1.0,1.0,1
118.76,0.0,0.0,32.55,65.75,2.46,30.66,22.46,2.99,15.05,29.76,1.0,0.0,0.0,1.0,1.0,1
119.97,0.0,0.0,32.21,58.29,2.16,30.66,21.76,2.99,14.08,29.76,1.0,0.0,0.0,1.0,1.0,1
119.52,0.0,0.0,36.65,61.55,1.78,30.84,22.02,2.99,24.55,29.94,1.0,0.0,0.0,1.0,1.0,1
118.07,0.0,0.0,0.0,67.99,1.38,31.05,22.86,2.99,28.66,30.15,1.0,0.0,0.0,0.0,1.0,1
120.08,0.0,0.0,0.0,62.88,1.17,30.23,21.7,2.99,22.47,29.33,1.0,0.0,0.0,0.0,1.0,1
98.09,98.11,0.0,0.0,78.25,0.99,30.51,34.0,2.97,22.74,29.61,1.0,1.0,0.0,0.0,1.0,1
97.08,97.1,0.0,0.0,72.36,1.13,31.75,34.54,2.97,22.81,30.85,1.0,1.0,0.0,0.0,1.0,1
99.32,99.34,0.0,33.58,70.32,1.17,30.67,33.33,2.97,13.91,29.77,1.0,1.0,0.0,1.0,1.0,1
97.79,97.81,0.0,33.23,77.03,1.05,30.7,34.16,2.97,15.06,29.8,1.0,1.0,0.0,1.0,1.0,1
97.55,97.57,0.0,36.71,73.9,1.02,31.36,34.29,2.97,25.47,30.46,1.0,1.0,0.0,1.0,1.0,1
98.12,98.14,0.0,36.25,70.31,1.02,31.48,33.98,2.97,25.33,30.58,1.0,1.0,0.0,1.0,1.0,1
97.41,97.43,0.0,36.38,71.47,0.98,31.71,34.37,2.97,25.56,30.81,1.0,1.0,0.0,1.0,1.0,1
97.7,97.72,0.0,0.0,70.8,1.0,31.88,34.21,2.97,29.03,30.98,1.0,1.0,0.0,0.0,1.0,1
97.41,97.43,0.0,0.0,70.88,1.04,32.05,34.37,2.97,29.16,31.15,1.0,1.0,0.0,0.0,1.0,1
97.81,97.83,0.0,0.0,66.08,1.14,32.09,34.15,2.97,22.5,31.19,1.0,1.0,0.0,0.0,1.0,0
99.07,99.09,0.0,34.1,64.12,1.23,31.54,33.47,2.97,14.51,30.64,1.0,1.0,0.0,1.0,1.0,0
98.64,98.66,0.0,33.95,66.89,1.08,31.45,33.7,2.97,15.54,30.55,1.0,1.0,0.0,1.0,1.0,0
97.79,97.81,0.0,33.29,70.83,1.02,31.42,34.16,2.97,14.77,30.52,1.0,1.0,0.0,1.0,1.0,0
97.87,97.89,0.0,33.14,71.29,0.94,31.32,34.12,2.97,16.54,30.42,1.0,1.0,0.0,1.0,1.0,0
97.04,97.06,0.0,34.26,67.12,0.89,32.21,34.56,2.97,20.23,31.31,1.0,1.0,0.0,1.0,1.0,0
95.88,95.9,0.0,33.93,56.09,0.98,34.03,35.18,2.98,20.96,33.13,1.0,1.0,0.0,1.0,1.0,0
94.46,94.47,0.0,0.0,78.81,1.18,32.98,35.95,2.98,30.37,32.08,1.0,1.0,0.0,0.0,1.0,0
95.2,95.22,0.0,0.0,74.8,1.53,33.06,35.55,2.98,30.26,32.16,1.0,1.0,0.0,0.0,1.0,0
89.54,89.55,0.0,0.0,0.0,1.93,42.39,38.54,2.98,33.39,31.69,1.0,1.0,0.0,0.0,0.0,0
92.01,92.03,0.0,0.0,0.0,2.37,40.6,37.24,2.98,29.16,31.69,1.0,1.0,0.0,0.0,0.0,0
91.66,91.68,0.0,0.0,0.0,2.75,40.9,37.43,2.98,29.57,29.48,1.0,1.0,0.0,0.0,0.0,0
94.49,94.51,0.0,35.97,0.0,3.03,39.05,35.93,2.98,21.41,28.91,1.0,1.0,0.0,1.0,0.0,0
93.29,93.31,0.0,36.02,0.0,3.14,39.72,36.57,2.98,21.82,28.42,1.0,1.0,0.0,1.0,0.0,0
92.56,92.58,0.0,35.91,0.0,3.32,40.18,36.95,2.98,22.34,24.83,1.0,1.0,0.0,1.0,0.0,0
90.97,90.99,0.0,34.67,0.0,3.53,41.15,37.79,2.98,23.47,24.09,1.0,1.0,0.0,1.0,0.0,0
93.04,93.06,0.0,37.25,0.0,3.81,40.32,36.7,2.98,28.64,23.32,1.0,1.0,0.0,1.0,0.0,0
87.6,87.62,0.0,0.0,0.0,4.12,44.03,39.55,2.98,35.22,22.5,1.0,1.0,0.0,0.0,0.0,0
95.29,95.31,0.0,0.0,109.71,4.12,28.89,35.5,2.98,28.66,27.99,1.0,1.0,0.0,0.0,1.0,0
95.28,95.3,0.0,0.0,98.93,4.05,30.47,35.51,2.98,28.66,29.57,1.0,1.0,0.0,0.0,1.0,0
95.26,95.28,0.0,35.96,95.62,3.99,30.75,35.51,2.98,21.99,29.85,1.0,1.0,0.0,1.0,1.0,0
95.12,95.14,0.0,36.16,74.41,3.88,33.53,35.59,2.98,21.93,32.63,1.0,1.0,0.0,1.0,1.0,0
95.82,95.84,0.0,35.85,87.68,3.74,31.44,35.22,2.98,21.53,30.54,1.0,1.0,0.0,1.0,1.0,0
96.17,96.19,0.0,36.0,84.39,3.58,31.62,35.03,2.98,21.43,30.72,1.0,1.0,0.0,1.0,1.0,0
96.03,96.05,0.0,37.73,83.54,3.5,31.94,35.11,2.98,27.36,31.04,1.0,1.0,0.0,1.0,1.0,0
96.77,96.79,0.0,35.15,84.23,3.37,31.23,34.71,2.98,20.85,30.33,1.0,1.0,0.0,1.0,1.0,0
97.23,97.25,0.0,34.96,82.16,3.18,31.18,34.46,2.97,20.56,30.28,1.0,1.0,0.0,1.0,1.0,0
95.75,95.77,0.0,0.0,88.61,2.97,31.2,35.25,2.98,27.78,30.3,1.0,1.0,0.0,0.0,1.0,0
95.36,95.38,0.0,0.0,89.7,3.01,31.27,35.46,2.98,28.02,30.37,1.0,1.0,0.0,0.0,1.0,0
95.08,95.09,0.0,0.0,90.42,3.08,31.36,35.61,2.98,28.33,30.46,1.0,1.0,0.0,0.0,1.0,0
94.63,94.65,0.0,0.0,84.3,3.18,32.45,35.85,2.98,28.62,31.55,1.0,1.0,0.0,0.0,1.0,0
91.92,91.94,0.0,0.0,73.1,3.39,35.77,37.29,2.98,32.57,34.87,1.0,1.0,0.0,0.0,1.0,0
94.27,94.29,0.0,37.34,78.72,3.69,33.47,36.05,2.98,28.11,32.57,1.0,1.0,0.0,1.0,1.0,0
89.97,89.99,0.0,35.79,0.0,4.03,41.85,38.31,2.98,23.76,29.46,1.0,1.0,0.0,1.0,0.0,0
90.03,90.05,0.0,35.85,0.0,4.32,41.89,38.28,2.98,23.9,28.95,1.0,1.0,0.0,1.0,0.0,0
112.05,0.0,0.0,35.5,0.0,4.52,38.75,26.3,2.99,22.82,30.35,1.0,0.0,0.0,1.0,0.0,0
112.31,0.0,0.0,0.0,0.0,4.45,38.72,26.15,2.99,29.3,28.52,1.0,0.0,0.0,0.0,0.0,0
112.75,0.0,0.0,0.0,0.0,4.49,38.57,25.9,2.99,29.2,27.98,1.0,0.0,0.0,0.0,0.0,0
111.65,0.0,0.0,0.0,0.0,4.58,39.22,26.53,2.99,32.45,24.6,1.0,0.0,0.0,0.0,0.0,0
111.23,0.0,0.0,0.0,0.0,4.65,39.24,26.76,2.99,29.61,23.85,1.0,0.0,0.0,0.0,0.0,0
112.86,0.0,0.0,35.93,0.0,4.63,38.43,25.84,2.99,22.17,23.09,1.0,0.0,0.0,1.0,0.0,0
118.01,0.0,0.0,34.87,95.06,4.48,27.97,22.9,2.99,19.85,27.07,1.0,0.0,0.0,1.0,1.0,0
118.29,0.0,0.0,34.67,92.89,3.98,28.04,22.74,2.99,19.89,27.14,1.0,0.0,0.0,1.0,1.0,0
119.0,0.0,0.0,34.44,89.02,3.51,28.07,22.33,2.99,19.4,27.17,1.0,0.0,0.0,1.0,1.0,0
118.73,0.0,0.0,34.26,81.82,3.05,29.08,22.48,2.99,19.6,28.18,1.0,0.0,0.0,1.0,1.0,0
117.37,0.0,0.0,0.0,84.96,2.65,29.61,23.26,2.99,26.62,28.71,1.0,0.0,0.0,0.0,1.0,0
117.58,0.0,0.0,0.0,82.97,2.41,29.86,23.14,2.99,29.18,28.96,1.0,0.0,0.0,0.0,1.0,0
116.98,0.0,0.0,0.0,63.85,2.24,32.24,23.49,2.99,29.47,31.34,1.0,0.0,0.0,0.0,1.0,0
119.79,0.0,0.0,0.0,67.77,2.0,30.11,21.87,2.99,25.0,29.21,1.0,0.0,0.0,0.0,1.0,0
122.24,0.0,0.0,35.13,52.71,1.57,29.9,20.44,2.99,16.83,29.0,1.0,0.0,0.0,1.0,1.0,0
121.56,0.0,0.0,34.88,62.12,1.09,29.32,20.84,2.99,17.3,28.42,1.0,0.0,0.0,1.0,1.0,0
98.09,98.11,0.0,34.6,83.31,0.88,29.78,34.0,2.97,19.41,28.88,1.0,1.0,0.0,1.0,1.0,0
97.71,97.73,0.0,34.21,84.55,0.82,29.79,34.2,2.97,19.71,28.89,1.0,1.0,0.0,1.0,1.0,0
97.45,97.47,0.0,34.13,85.18,0.8,29.84,34.34,2.97,20.14,28.94,1.0,1.0,0.0,1.0,1.0,0
96.9,96.92,0.0,33.54,86.73,0.82,29.93,34.64,2.98,20.64,29.03,1.0,1.0,0.0,1.0,1.0,0
95.1,95.12,0.0,0.0,68.58,0.95,33.46,35.6,2.98,27.53,32.56,1.0,1.0,0.0,0.0,1.0,0
94.13,94.15,0.0,0.0,69.56,1.32,34.31,36.12,2.98,30.65,33.41,1.0,1.0,0.0,0.0,1.0,0
94.82,94.84,0.0,0.0,81.65,1.67,32.5,35.75,2.98,30.45,31.6,1.0,1.0,0.0,0.0,1.0,0
95.53,95.55,0.0,0.0,76.24,1.97,32.55,35.37,2.98,27.42,31.65,1.0,1.0,0.0,0.0,1.0,0
95.0,95.02,0.0,0.0,59.5,2.16,34.78,35.66,2.98,27.74,33.88,1.0,1.0,0.0,0.0,1.0,0
91.39,91.41,0.0,0.0,0.0,2.42,40.98,37.57,2.98,29.46,29.85,1.0,1.0,0.0,0.0,0.0,0
93.1,93.12,0.0,36.24,0.0,2.75,39.71,36.66,2.98,21.75,29.3,1.0,1.0,0.0,1.0,0.0,0
93.15,93.17,0.0,36.05,0.0,2.96,39.74,36.64,2.98,21.83,28.79,1.0,1.0,0.0,1.0,0.0,0
93.45,93.46,0.0,36.14,0.0,3.16,39.64,36.48,2.98,21.82,25.38,1.0,1.0,0.0,1.0,0.0,0
93.12,93.14,0.0,36.02,0.0,3.33,39.88,36.66,2.98,22.07,24.58,1.0,1.0,0.0,1.0,0.0,0
92.89,92.91,0.0,35.83,0.0,3.5,40.06,36.78,2.98,22.27,23.84,1.0,1.0,0.0,1.0,0.0,0
92.83,92.85,0.0,35.71,0.0,3.68,40.14,36.81,2.98,22.36,23.01,1.0,1.0,0.0,1.0,0.0,0
97.1,97.12,0.0,35.48,105.06,3.85,28.24,34.53,2.97,20.9,27.34,1.0,1.0,0.0,1.0,1.0,0
96.99,97.01,0.0,35.27,103.93,3.57,28.41,34.59,2.98,20.87,27.51,1.0,1.0,0.0,1.0,1.0,0
97.15,97.17,0.0,0.0,103.23,3.41,28.62,34.5,2.97,27.59,27.72,1.0,1.0,0.0,0.0,1.0,0
96.57,96.58,0.0,0.0,94.75,3.27,30.11,34.82,2.98,27.84,29.21,1.0,1.0,0.0,0.0,1.0,0
96.63,96.65,0.0,0.0,92.1,3.19,30.41,34.78,2.98,27.72,29.51,1.0,1.0,0.0,0.0,1.0,0
97.12,97.14,0.0,35.83,87.3,3.0,30.52,34.52,2.97,20.57,29.62,1.0,1.0,0.0,1.0,1.0,0
96.8,96.82,0.0,35.74,85.96,2.81,30.82,34.69,2.98,20.66,29.92,1.0,1.0,0.0,1.0,1.0,0
96.89,96.91,0.0,35.6,83.37,2.67,31.05,34.64,2.98,20.68,30.15,1.0,1.0,0.0,1.0,1.0,0
96.72,96.74,0.0,35.02,87.97,2.52,30.51,34.73,2.98,20.92,29.61,1.0,1.0,0.0,1.0,1.0,0
95.92,95.94,0.0,34.76,90.22,2.41,30.59,35.16,2.98,21.44,29.69,1.0,1.0,0.0,1.0,1.0,0
95.82,95.84,0.0,36.4,90.62,2.46,30.69,35.21,2.98,26.99,29.79,1.0,1.0,0.0,1.0,1.0,0
94.84,94.86,0.0,0.0,82.13,2.61,32.42,35.74,2.98,28.03,31.52,1.0,1.0,0.0,0.0,1.0,0
93.85,93.86,0.0,0.0,69.81,2.77,34.53,36.27,2.98,28.62,33.63,1.0,1.0,0.0,0.0,1.0,0
93.95,93.97,0.0,0.0,84.17,2.97,32.8,36.21,2.98,28.73,31.9,1.0,1.0,0.0,0.0,1.0,0
94.53,94.55,0.0,0.0,81.71,3.23,33.06,35.91,2.98,31.38,32.16,1.0,1.0,0.0,0.0,1.0,0
95.74,95.76,0.0,0.0,76.21,3.44,33.11,35.26,2.98,31.12,32.21,1.0,1.0,0.0,0.0,1.0,0
90.49,90.51,0.0,36.58,0.0,3.59,41.43,38.04,2.98,23.23,31.73,1.0,1.0,0.0,1.0,0.0,0
92.27,92.29,0.0,36.47,0.0,3.88,40.5,37.1,2.98,22.35,29.52,1.0,1.0,0.0,1.0,0.0,0
91.67,91.69,0.0,36.19,0.0,4.06,40.89,37.42,2.98,22.91,28.99,1.0,1.0,0.0,1.0,0.0,0
91.26,91.28,0.0,36.31,0.0,4.27,41.18,37.64,2.98,23.29,28.48,1.0,1.0,0.0,1.0,0.0,0
89.29,89.31,0.0,35.85,0.0,4.48,42.35,38.67,2.98,24.17,25.04,1.0,1.0,0.0,1.0,0.0,0
112.68,0.0,0.0,34.86,0.0,4.54,38.49,25.94,2.99,22.9,24.34,1.0,0.0,0.0,1.0,0.0,0
111.98,0.0,0.0,0.0,0.0,4.5,38.88,26.34,2.99,29.48,23.46,1.0,0.0,0.0,0.0,0.0,0
110.79,0.0,0.0,0.0,0.0,4.68,39.65,27.01,2.99,32.79,22.77,1.0,0.0,0.0,0.0,0.0,0
116.04,0.0,0.0,0.0,101.41,4.52,28.44,24.03,2.99,27.46,27.54,1.0,0.0,0.0,0.0,1.0,0
116.99,0.0,0.0,0.0,89.5,4.14,29.46,23.48,2.99,26.92,28.56,1.0,0.0,0.0,0.0,1.0,0
116.88,0.0,0.0,35.42,68.58,3.67,31.72,23.55,2.99,20.25,30.82,1.0,0.0,0.0,1.0,1.0,0
117.37,0.0,0.0,35.19,63.21,3.31,31.95,23.27,2.99,20.09,31.05,1.0,0.0,0.0,1.0,1.0,0
118.48,0.0,0.0,35.17,74.46,2.91,30.06,22.63,2.99,19.48,29.16,1.0,0.0,0.0,1.0,1.0,0
120.46,0.0,0.0,34.45,64.4,2.51,29.94,21.48,2.99,18.22,29.04,1.0,0.0,0.0,1.0,1.0,0
120.79,0.0,0.0,34.5,61.26,2.06,30.0,21.29,2.99,17.97,29.1,1.0,0.0,0.0,1.0,1.0,0
120.13,0.0,0.0,34.41,63.03,1.62,30.14,21.67,2.99,18.46,29.24,1.0,0.0,0.0,1.0,1.0,0
119.81,0.0,0.0,34.13,68.91,1.24,29.65,21.86,2.99,18.69,28.75,1.0,0.0,0.0,1.0,1.0,0
97.35,97.37,0.0,0.0,86.96,1.02,29.88,34.4,2.97,26.38,28.98,1.0,1.0,0.0,0.0,1.0,0
97.41,97.43,0.0,0.0,86.64,1.13,29.92,34.36,2.97,26.5,29.02,1.0,1.0,0.0,0.0,1.0,0
95.94,95.96,0.0,0.0,93.43,1.26,30.14,35.15,2.98,29.7,29.24,1.0,1.0,0.0,0.0,1.0,0
95.66,95.68,0.0,0.0,86.74,1.52,31.27,35.3,2.98,29.99,30.37,1.0,1.0,0.0,0.0,1.0,0
94.81,94.83,0.0,0.0,70.09,1.8,33.92,35.76,2.98,30.59,33.02,1.0,1.0,0.0,0.0,1.0,0
95.49,95.51,0.0,34.76,62.4,2.03,33.94,35.4,2.98,20.97,33.04,1.0,1.0,0.0,1.0,1.0,0
97.4,97.42,0.0,34.86,70.82,2.08,32.1,34.37,2.97,20.26,31.2,1.0,1.0,0.0,1.0,1.0,0
97.49,97.51,0.0,34.67,69.03,1.98,32.22,34.32,2.97,20.44,31.32,1.0,1.0,0.0,1.0,1.0,0
97.3,97.32,0.0,35.06,68.18,1.89,32.38,34.42,2.97,20.24,31.48,1.0,1.0,0.0,1.0,1.0,0
97.35,97.36,0.0,35.18,66.41,1.82,32.52,34.4,2.97,20.09,31.62,1.0,1.0,0.0,1.0,1.0,0
97.43,97.45,0.0,34.59,68.71,1.75,32.2,34.35,2.97,20.27,31.3,1.0,1.0,0.0,1.0,1.0,0
96.83,96.85,0.0,0.0,72.89,1.75,32.16,34.67,2.98,27.01,31.26,1.0,1.0,0.0,0.0,1.0,0
95.42,95.44,0.0,0.0,81.16,1.96,32.25,35.43,2.98,30.36,31.35,1.0,1.0,0.0,0.0,1.0,0
96.49,96.51,0.0,0.0,76.11,2.18,32.1,34.86,2.98,27.11,31.2,1.0,1.0,0.0,0.0,1.0,0
95.99,96.01,0.0,0.0,69.0,2.28,33.23,35.13,2.98,27.33,32.33,1.0,1.0,0.0,0.0,1.0,0
96.64,96.66,0.0,35.55,68.97,2.3,32.78,34.78,2.98,20.47,31.88,1.0,1.0,0.0,1.0,1.0,0
96.81,96.83,0.0,35.32,66.92,2.24,32.9,34.69,2.98,20.53,32.0,1.0,1.0,0.0,1.0,1.0,0
93.13,93.15,0.0,35.59,0.0,2.25,39.56,36.65,2.98,21.84,29.81,1.0,1.0,0.0,1.0,0.0,0
93.73,93.75,0.0,35.49,0.0,2.5,39.29,36.33,2.98,21.41,29.28,1.0,1.0,0.0,1.0,0.0,0
92.37,92.39,0.0,35.5,0.0,2.69,40.12,37.05,2.98,22.27,28.75,1.0,1.0,0.0,1.0,0.0,0
93.82,93.84,0.0,35.79,0.0,2.95,39.38,36.28,2.98,21.55,28.24,1.0,1.0,0.0,1.0,0.0,0
91.79,91.81,0.0,0.0,0.0,3.14,40.91,37.36,2.98,29.58,24.86,1.0,1.0,0.0,0.0,0.0,0
91.23,91.25,0.0,0.0,0.0,3.48,41.33,37.65,2.98,30.02,24.01,1.0,1.0,0.0,0.0,0.0,0
91.36,91.38,0.0,0.0,0.0,3.82,41.34,37.58,2.98,30.18,23.27,1.0,1.0,0.0,0.0,0.0,0
90.48,90.5,0.0,36.49,0.0,4.11,41.57,38.05,2.98,23.47,22.76,1.0,1.0,0.0,1.0,0.0,0
94.55,94.57,0.0,35.84,95.77,4.01,31.14,35.9,2.98,22.53,30.24,1.0,1.0,0.0,1.0,1.0,0
94.32,94.34,0.0,36.84,98.78,3.97,30.91,36.02,2.98,28.35,30.01,1.0,1.0,0.0,1.0,1.0,0
93.63,93.65,0.0,36.53,98.07,4.0,31.39,36.39,2.98,28.66,30.49,1.0,1.0,0.0,1.0,1.0,0
93.1,93.11,0.0,0.0,79.0,4.04,34.24,36.67,2.98,29.44,33.34,1.0,1.0,0.0,0.0,1.0,0
93.23,93.25,0.0,0.0,75.13,4.2,34.67,36.6,2.98,29.47,33.77,1.0,1.0,0.0,0.0,1.0,0
94.35,94.37,0.0,0.0,86.91,4.33,32.66,36.0,2.98,29.21,31.76,1.0,1.0,0.0,0.0,1.0,0
94.1,94.11,0.0,0.0,86.86,4.36,32.97,36.14,2.98,32.15,32.07,1.0,1.0,0.0,0.0,1.0,0
114.58,0.0,0.0,0.0,75.34,4.5,32.77,24.86,2.99,31.24,31.87,1.0,0.0,0.0,0.0,1.0,0
117.14,0.0,0.0,35.44,60.34,4.16,32.49,23.4,2.99,20.04,31.59,1.0,0.0,0.0,1.0,1.0,0
117.79,0.0,0.0,34.98,55.74,3.75,32.5,23.02,2.99,19.77,31.6,1.0,0.0,0.0,1.0,1.0,0
118.29,0.0,0.0,34.96,59.88,3.33,31.75,22.73,2.99,19.46,30.85,1.0,0.0,0.0,1.0,1.0,0
118.75,0.0,0.0,35.19,50.94,2.92,32.25,22.47,2.99,19.17,31.35,1.0,0.0,0.0,1.0,1.0,0
